7.709300000000000000e+04,6.999999999999999556e-01,-1.300000000000000044e+00,-4.099999999999999756e-01,-5.000000000000000000e+02,1.701200000000000045e+02,2.583899999999999864e+02,1.219999999999999973e+00,8.699999999999999956e-01,-7.600000000000000089e-01,4.293399999999999750e+02,9.282999999999999829e+01,-3.113999999999999773e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.709800000000000000e+04,6.899999999999999467e-01,-1.260000000000000009e+00,-3.699999999999999956e-01,-5.000000000000000000e+02,1.463600000000000136e+02,2.756499999999999773e+02,1.229999999999999982e+00,8.900000000000000133e-01,-6.899999999999999467e-01,4.062200000000000273e+02,9.415000000000000568e+01,-3.216999999999999886e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.710300000000000000e+04,7.099999999999999645e-01,-1.169999999999999929e+00,-3.300000000000000155e-01,-5.000000000000000000e+02,1.241899999999999977e+02,2.906299999999999955e+02,1.260000000000000009e+00,8.900000000000000133e-01,-5.899999999999999689e-01,3.783700000000000045e+02,9.479000000000000625e+01,-3.323999999999999773e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.710800000000000000e+04,8.299999999999999600e-01,-1.129999999999999893e+00,-1.799999999999999933e-01,-5.000000000000000000e+02,1.467400000000000091e+02,2.970600000000000023e+02,1.290000000000000036e+00,8.499999999999999778e-01,-5.000000000000000000e-01,3.489499999999999886e+02,9.537999999999999545e+01,-3.438100000000000023e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.711300000000000000e+04,8.299999999999999600e-01,-1.219999999999999973e+00,-2.800000000000000266e-01,-4.923199999999999932e+02,1.938000000000000114e+02,3.053000000000000114e+02,1.290000000000000036e+00,8.499999999999999778e-01,-5.000000000000000000e-01,3.238999999999999773e+02,1.059699999999999989e+02,-3.501700000000000159e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.711800000000000000e+04,8.100000000000000533e-01,-1.290000000000000036e+00,-2.600000000000000089e-01,-4.823000000000000114e+02,2.212400000000000091e+02,3.180500000000000114e+02,1.290000000000000036e+00,7.299999999999999822e-01,-4.099999999999999756e-01,3.063000000000000114e+02,1.491899999999999977e+02,-3.487900000000000205e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.712300000000000000e+04,8.100000000000000533e-01,-1.320000000000000062e+00,-2.899999999999999800e-01,-4.724100000000000250e+02,2.441599999999999966e+02,3.294399999999999977e+02,1.379999999999999893e+00,7.600000000000000089e-01,-3.699999999999999956e-01,2.920400000000000205e+02,1.948100000000000023e+02,-3.583700000000000045e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.712800000000000000e+04,8.199999999999999512e-01,-1.270000000000000018e+00,-2.600000000000000089e-01,-4.592099999999999795e+02,2.510099999999999909e+02,3.367500000000000000e+02,1.479999999999999982e+00,8.699999999999999956e-01,-3.200000000000000067e-01,2.779499999999999886e+02,2.224300000000000068e+02,-3.788299999999999841e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.713300000000000000e+04,8.399999999999999689e-01,-1.290000000000000036e+00,-2.600000000000000089e-01,-4.416700000000000159e+02,2.635699999999999932e+02,3.418299999999999841e+02,1.500000000000000000e+00,8.599999999999999867e-01,-2.500000000000000000e-01,2.635000000000000000e+02,2.400699999999999932e+02,-3.960400000000000205e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.713800000000000000e+04,8.299999999999999600e-01,-1.310000000000000053e+00,-2.999999999999999889e-01,-4.262200000000000273e+02,2.749300000000000068e+02,3.483999999999999773e+02,1.459999999999999964e+00,8.000000000000000444e-01,-2.000000000000000111e-01,2.507800000000000011e+02,2.464000000000000057e+02,-4.049499999999999886e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.714300000000000000e+04,8.100000000000000533e-01,-1.270000000000000018e+00,-3.200000000000000067e-01,-4.129800000000000182e+02,2.800799999999999841e+02,3.551499999999999773e+02,1.409999999999999920e+00,7.399999999999999911e-01,-1.900000000000000022e-01,2.408100000000000023e+02,2.382800000000000011e+02,-4.088000000000000114e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.714800000000000000e+04,8.100000000000000533e-01,-1.229999999999999982e+00,-3.400000000000000244e-01,-3.970799999999999841e+02,2.857400000000000091e+02,3.598000000000000114e+02,1.350000000000000089e+00,6.500000000000000222e-01,-1.799999999999999933e-01,2.251899999999999977e+02,2.265600000000000023e+02,-4.078999999999999773e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.715300000000000000e+04,8.100000000000000533e-01,-1.199999999999999956e+00,-3.200000000000000067e-01,-3.789100000000000250e+02,2.879200000000000159e+02,3.592400000000000091e+02,1.290000000000000036e+00,6.300000000000000044e-01,-2.099999999999999922e-01,2.091699999999999875e+02,2.170000000000000000e+02,-4.030000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.715700000000000000e+04,8.000000000000000444e-01,-1.199999999999999956e+00,-3.099999999999999978e-01,-3.591200000000000045e+02,2.885899999999999750e+02,3.516200000000000045e+02,1.290000000000000036e+00,6.999999999999999556e-01,-2.300000000000000100e-01,1.981200000000000045e+02,2.070600000000000023e+02,-3.948799999999999955e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.716200000000000000e+04,7.900000000000000355e-01,-1.219999999999999973e+00,-3.099999999999999978e-01,-3.398600000000000136e+02,2.846700000000000159e+02,3.420400000000000205e+02,1.270000000000000018e+00,7.099999999999999645e-01,-2.500000000000000000e-01,1.850099999999999909e+02,1.958300000000000125e+02,-3.848399999999999750e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.716700000000000000e+04,7.800000000000000266e-01,-1.219999999999999973e+00,-3.200000000000000067e-01,-3.214700000000000273e+02,2.804100000000000250e+02,3.320899999999999750e+02,1.229999999999999982e+00,7.099999999999999645e-01,-2.300000000000000100e-01,1.670500000000000114e+02,1.885399999999999920e+02,-3.788299999999999841e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.717200000000000000e+04,7.800000000000000266e-01,-1.219999999999999973e+00,-3.200000000000000067e-01,-3.002300000000000182e+02,2.768100000000000023e+02,3.221000000000000227e+02,1.219999999999999973e+00,7.700000000000000178e-01,-2.099999999999999922e-01,1.512599999999999909e+02,1.825600000000000023e+02,-3.749700000000000273e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.717700000000000000e+04,7.700000000000000178e-01,-1.250000000000000000e+00,-2.899999999999999800e-01,-2.785199999999999818e+02,2.724900000000000091e+02,3.128799999999999955e+02,1.219999999999999973e+00,7.600000000000000089e-01,-2.300000000000000100e-01,1.322299999999999898e+02,1.759300000000000068e+02,-3.705099999999999909e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.718200000000000000e+04,7.700000000000000178e-01,-1.300000000000000044e+00,-2.500000000000000000e-01,-2.584200000000000159e+02,2.684300000000000068e+02,3.040799999999999841e+02,1.229999999999999982e+00,7.700000000000000178e-01,-2.300000000000000100e-01,1.074399999999999977e+02,1.716200000000000045e+02,-3.662900000000000205e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
