Time,Position
0.0,-1.0
0.002,-0.999801993365
0.004,-0.999215868659
0.006,-0.998253329126
0.008,-0.996925878768
0.01,-0.995244825434
0.012,-0.993221282076
0.014,-0.990866168178
0.016,-0.988190211149
0.018,-0.985203947788
0.02,-0.981917725763
0.022,-0.978341705181
0.024,-0.974485860072
0.026,-0.970359979811
0.028,-0.965973670714
0.03,-0.961336357969
0.032,-0.95645728725
0.034,-0.951345526217
0.036,-0.946009966392
0.038,-0.9404593244
0.04,-0.93470214391
0.042,-0.928746797732
0.044,-0.922601489462
0.046,-0.91627425479
0.048,-0.909772963529
0.05,-0.903105321661
0.052,-0.89627887303
0.054,-0.889301000969
0.056,-0.882178930265
0.058,-0.874919729089
0.06,-0.867530310813
0.062,-0.86001743565
0.064,-0.852387712676
0.066,-0.844647601755
0.068,-0.836803415375
0.07,-0.828861320347
0.072,-0.820827339833
0.074,-0.812707355241
0.076,-0.804507108085
0.078,-0.796232201643
0.08,-0.78788810307
0.082,-0.779480145282
0.084,-0.771013528811
0.086,-0.762493323689
0.088,-0.753924471178
0.09,-0.745311785391
0.092,-0.736659955599
0.094,-0.727973547883
0.096,-0.719257006943
0.098,-0.710514657902
0.1,-0.701750708518
0.102,-0.692969250719
0.104,-0.684174262258
0.106,-0.675369608615
0.108,-0.666559044762
0.11,-0.657746217019
0.112,-0.648934665156
0.114,-0.640127823663
0.116,-0.631329023627
0.118,-0.622541494497
0.12,-0.613768365804
0.122,-0.605012668982
0.124,-0.596277339058
0.126,-0.587565216224
0.128,-0.578879047581
0.13,-0.570221488795
0.132,-0.56159510576
0.134,-0.55300237633
0.136,-0.544445691841
0.138,-0.535927358733
0.14,-0.527449600165
0.142,-0.51901455759
0.144,-0.510624292353
0.146,-0.502280787268
0.148,-0.493985948094
0.15,-0.485741605085
0.152,-0.477549514492
0.154,-0.469411360063
0.156,-0.461328754574
0.158,-0.453303241247
0.16,-0.445336295179
0.162,-0.437429324785
0.164,-0.429583673215
0.166,-0.421800619773
0.168,-0.414081381371
0.17,-0.406427113748
0.172,-0.398838912873
0.174,-0.391317816277
0.176,-0.383864804366
0.178,-0.376480801713
0.18,-0.369166678335
0.182,-0.361923250951
0.184,-0.35475128445
0.186,-0.347651493097
0.188,-0.340624541438
0.19,-0.333671045674
0.192,-0.326791574857
0.194,-0.319986652052
0.196,-0.313256755502
0.198,-0.306602319766
0.2,-0.300023736836
0.202,-0.293521357107
0.204,-0.28709549061
0.206,-0.280746408111
0.208,-0.274474342131
0.21,-0.268279487987
0.212,-0.262162004829
0.214,-0.256122016651
0.216,-0.250159613303
0.218,-0.244274851392
0.22,-0.238467754861
0.222,-0.232738316555
0.224,-0.227086498981
0.226,-0.221512235178
0.228,-0.216015429614
0.23,-0.210595959081
0.232,-0.205253673562
0.234,-0.199988397095
0.236,-0.194799928496
0.238,-0.189688042086
0.24,-0.184652488829
0.242,-0.179692996978
0.244,-0.174809272848
0.246,-0.170001001589
0.248,-0.165267847929
0.25,-0.160609456921
0.252,-0.156025454666
0.254,-0.151515448919
0.256,-0.147079029856
0.258,-0.142715770813
0.26,-0.138425228911
0.262,-0.134206945708
0.264,-0.130060447837
0.266,-0.125985247643
0.268,-0.121980843791
0.27,-0.118046721868
0.272,-0.114182354929
0.274,-0.110387204133
0.276,-0.106660719298
0.278,-0.103002339445
0.28,-0.0994114933437
0.282,-0.0958876000362
0.284,-0.0924300693585
0.286,-0.0890383024455
0.288,-0.0857116922088
0.29,-0.082449623778
0.292,-0.079251475055
0.294,-0.0761166171442
0.296,-0.0730444147978
0.298,-0.0700342268548
0.3,-0.0670854066695
0.302,-0.0641973025294
0.304,-0.0613692580632
0.306,-0.0586006126141
0.308,-0.0558907016282
0.31,-0.0532388570686
0.312,-0.0506444077624
0.314,-0.048106679759
0.316,-0.0456249966786
0.318,-0.043198680052
0.32,-0.0408270496514
0.322,-0.0385094238097
0.324,-0.0362451196804
0.326,-0.0340334535932
0.328,-0.0318737413576
0.33,-0.0297652985315
0.332,-0.0277074406985
0.334,-0.0256994837377
0.336,-0.0237407440838
0.338,-0.0218305389812
0.34,-0.0199681867279
0.342,-0.0181530069041
0.344,-0.0163843206153
0.346,-0.0146614507135
0.348,-0.0129837220103
0.35,-0.0113504614865
0.352,-0.00976099849344
0.354,-0.0082146649485
0.356,-0.00671079552343
0.358,-0.00524872781548
0.36,-0.00382780249704
0.362,-0.00244736353469
0.364,-0.00110675833247
0.366,0.000194662114516
0.368,0.00145754307029
0.37,0.00268252591404
0.372,0.00387024800188
0.374,0.00502134253419
0.376,0.0061364384348
0.378,0.00721616023156
0.38,0.00826112792742
0.382,0.00927195689587
0.384,0.0102492577752
0.386,0.0111936363674
0.388,0.0121056935423
0.39,0.0129860251461
0.392,0.0138352219148
