# Time, Position
0.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000021e-03,-9.999500172359616634e-01
2.000000000000000042e-03,-9.998001401100512497e-01
3.000000000000000062e-03,-9.995504836883585265e-01
4.000000000000000083e-03,-9.992011729338150516e-01
5.000000000000000104e-03,-9.987523417432111472e-01
6.000000000000000125e-03,-9.982041341736244133e-01
7.000000000000000146e-03,-9.975567044069532097e-01
8.000000000000000167e-03,-9.968102170862490619e-01
9.000000000000001055e-03,-9.959648458253005376e-01
1.000000000000000021e-02,-9.950207736149739857e-01
1.099999999999999936e-02,-9.939781935230754817e-01
1.200000000000000025e-02,-9.928373081522376964e-01
1.300000000000000114e-02,-9.915983298135850887e-01
1.400000000000000029e-02,-9.902614804231227863e-01
1.499999999999999944e-02,-9.888269913375726805e-01
1.600000000000000033e-02,-9.872951035991837099e-01
1.700000000000000122e-02,-9.856660675126176496e-01
1.800000000000000211e-02,-9.839401429039691394e-01
1.899999999999999953e-02,-9.821175991837323149e-01
2.000000000000000042e-02,-9.801987152069705500e-01
2.100000000000000130e-02,-9.781837792353046401e-01
2.199999999999999872e-02,-9.760730888506727876e-01
2.299999999999999961e-02,-9.738669505543677829e-01
2.400000000000000050e-02,-9.715656801924730246e-01
2.500000000000000139e-02,-9.691696028315757161e-01
2.600000000000000228e-02,-9.666790526553610263e-01
2.699999999999999969e-02,-9.640943729176241206e-01
2.800000000000000058e-02,-9.614159159707929003e-01
2.900000000000000147e-02,-9.586440433766921787e-01
2.999999999999999889e-02,-9.557791255562142485e-01
3.099999999999999978e-02,-9.528215418586654106e-01
3.200000000000000067e-02,-9.497716805307607757e-01
3.300000000000000155e-02,-9.466299386751311218e-01
3.400000000000000244e-02,-9.433967221212076204e-01
3.500000000000000333e-02,-9.400724453792131952e-01
3.600000000000000422e-02,-9.366575317257577193e-01
3.699999999999999817e-02,-9.331524130927622007e-01
3.799999999999999906e-02,-9.295575300225611404e-01
3.899999999999999994e-02,-9.258733316174563299e-01
4.000000000000000083e-02,-9.221002753000686614e-01
4.100000000000000172e-02,-9.182388269304432304e-01
4.200000000000000261e-02,-9.142894608123965927e-01
4.300000000000000350e-02,-9.102526595822879596e-01
4.399999999999999745e-02,-9.061289141592587804e-01
4.499999999999999833e-02,-9.019187236445110889e-01
4.599999999999999922e-02,-8.976225951994365460e-01
4.700000000000000011e-02,-8.932410440288772735e-01
4.800000000000000100e-02,-8.887745934637474310e-01
4.900000000000000189e-02,-8.842237748128467523e-01
5.000000000000000278e-02,-8.795891273106976049e-01
5.100000000000000366e-02,-8.748711979481852419e-01
5.200000000000000455e-02,-8.700705412480411738e-01
5.299999999999999850e-02,-8.651877196824619976e-01
5.399999999999999939e-02,-8.602233034096643527e-01
5.500000000000000028e-02,-8.551778701985405240e-01
5.600000000000000117e-02,-8.500520053676413612e-01
5.700000000000000205e-02,-8.448463017231838679e-01
5.800000000000000294e-02,-8.395613594960852355e-01
5.900000000000000383e-02,-8.341977862780229902e-01
5.999999999999999778e-02,-8.287561969565211406e-01
6.099999999999999867e-02,-8.232372136391046258e-01
6.199999999999999956e-02,-8.176414650658412331e-01
6.300000000000000044e-02,-8.119695870603061971e-01
6.400000000000000133e-02,-8.062222226346592580e-01
6.500000000000000222e-02,-8.004000216867961370e-01
6.600000000000000311e-02,-7.945036409226566843e-01
6.700000000000000400e-02,-7.885337437772661495e-01
6.800000000000000488e-02,-7.824910003345126874e-01
6.900000000000000577e-02,-7.763760872456569873e-01
7.000000000000000666e-02,-7.701896876465779140e-01
7.100000000000000755e-02,-7.639324910737518293e-01
7.200000000000000844e-02,-7.576051935844334562e-01
7.299999999999999545e-02,-7.512084982776441322e-01
7.399999999999999634e-02,-7.447431139531002220e-01
7.499999999999999722e-02,-7.382097554824471608e-01
7.599999999999999811e-02,-7.316091438040244199e-01
7.699999999999999900e-02,-7.249420058412956447e-01
7.799999999999999989e-02,-7.182090744204264743e-01
7.900000000000000078e-02,-7.114110881870130410e-01
8.000000000000000167e-02,-7.045487915219579289e-01
8.100000000000000255e-02,-6.976229344564961465e-01
8.200000000000000344e-02,-6.906342725871382759e-01
8.300000000000000433e-02,-6.835835673684147462e-01
8.400000000000000522e-02,-6.764715857724041825e-01
8.500000000000000611e-02,-6.692990998852610396e-01
8.600000000000000699e-02,-6.620668870645981530e-01
8.700000000000000788e-02,-6.547757298551856175e-01
8.799999999999999489e-02,-6.474264159040444833e-01
8.899999999999999578e-02,-6.400197378749314936e-01
8.999999999999999667e-02,-6.325564933622196406e-01
9.099999999999999756e-02,-6.250374848041703180e-01
9.199999999999999845e-02,-6.174635193955986256e-01
9.299999999999999933e-02,-6.098354090342124056e-01
9.400000000000000022e-02,-6.021539704175689067e-01
9.500000000000000111e-02,-5.944200246381105002e-01
9.600000000000000200e-02,-5.866343971819419911e-01
9.700000000000000289e-02,-5.787979178726430085e-01
9.800000000000000377e-02,-5.709114207828583920e-01
9.900000000000000466e-02,-5.629757441453868694e-01
1.000000000000000056e-01,-5.549917302637704664e-01
1.010000000000000064e-01,-5.469602254223823179e-01
1.020000000000000073e-01,-5.388820797960154341e-01
1.030000000000000082e-01,-5.307581473589700893e-01
1.040000000000000091e-01,-5.225892858932252860e-01
1.049999999999999961e-01,-5.143763568815669096e-01
1.059999999999999970e-01,-5.061202252508874011e-01
1.069999999999999979e-01,-4.978217593778050398e-01
1.079999999999999988e-01,-4.894818309975608184e-01
1.089999999999999997e-01,-4.811013151120933640e-01
1.100000000000000006e-01,-4.726810898976935849e-01
1.110000000000000014e-01,-4.642220366122397635e-01
1.120000000000000023e-01,-4.557250395020138178e-01
1.130000000000000032e-01,-4.471909857080980655e-01
1.140000000000000041e-01,-4.386207651909688199e-01
1.150000000000000050e-01,-4.300152708226706033e-01
1.160000000000000059e-01,-4.213753980217795903e-01
1.170000000000000068e-01,-4.127020447017327731e-01
1.180000000000000077e-01,-4.039961112210630478e-01
1.190000000000000085e-01,-3.952585002896573108e-01
1.199999999999999956e-01,-3.864901168746945892e-01
1.209999999999999964e-01,-3.776918681062628735e-01
1.219999999999999973e-01,-3.688646631826573152e-01
1.229999999999999982e-01,-3.600094132753566822e-01
1.239999999999999991e-01,-3.511270314336801812e-01
1.250000000000000000e-01,-3.422184325817443917e-01
1.260000000000000009e-01,-3.332845334741163512e-01
1.270000000000000018e-01,-3.243262523442791978e-01
1.280000000000000027e-01,-3.153445089375730426e-01
