-0.7665,5.3173,-3.7278,-0.7868,5.3684,-3.7844,-0.7779,5.3496,-3.7977,-0.7294,5.3902,-3.8191,-0.8066,5.3291,-3.7458,-0.7604,5.3312,-3.6775,-0.7504,5.3441,-3.6448,-0.6413,5.1186,-3.9747,-0.6939,5.8199,-3.7913,-0.7644,5.5994,-3.7284,-0.5205,4.5940,-2.5633,0.1732,4.0866,-0.4950,0.3203,3.8305,-0.3492,0.2731,3.8536,-0.3960,0.2505,3.8139,-0.3935,0.2370,3.8405,-0.4186,0.2735,3.8362,-0.5485,0.2476,3.8413,-0.5462,0.2496,3.8870,-0.6333,0.2099,3.8585,-0.5597,0.1163,3.9210,-0.7185,0.1122,3.8710,-0.7703,0.0631,3.9236,-0.7624,0.0842,3.9105,-0.8549,0.1109,3.8469,-0.5122,0.2479,3.5078,0.6589,0.4032,3.0737,1.6025,0.4148,2.8536,3.2034,1.3792,2.1446,4.7823,1.7122,1.1781,6.7485,2.0412,0.2385,9.9258,2.4556,-1.0853,14.0327,-0.5880,8.9603,-8.1248,0.5369,5.7839,-5.9215,-0.8692,4.4094,-4.9417,0.0890,4.6514,-5.4990,-0.5500,5.0216,-5.4634,-0.4912,4.8844,-5.4775,-0.1680,4.9507,-5.6866,-0.4373,4.8090,-5.5717
-2.5972,2.6605,-3.4876,-2.6449,2.6673,-3.4160,-2.5529,2.6692,-3.3773,-2.5733,2.6741,-3.3496,-2.6204,2.6897,-3.3827,-2.5999,2.6462,-3.4178,-2.6175,2.7008,-3.3430,-2.6215,2.4984,-3.5266,-2.4998,3.0492,-3.4567,-2.6237,2.6277,-3.4100,-2.1797,1.3973,-1.8721,-2.5378,0.6946,0.0046,-2.5754,0.2374,0.4985,-2.5635,0.2216,0.3835,-2.4714,0.2766,0.3719,-2.5764,0.2598,0.2364,-2.5412,0.2503,0.2612,-2.5307,0.2749,0.2173,-2.5768,0.2361,0.2529,-2.5372,0.2767,0.2241,-2.5527,0.3484,-0.1053,-2.5106,0.3872,-0.0272,-2.5134,0.3897,-0.1382,-2.4956,0.3785,-0.2133,-2.5579,0.1246,0.7661,-2.8790,-0.1367,2.8397,-3.3205,-0.7868,2.7728,-2.7513,-0.9695,3.5881,-2.8583,-0.8870,5.0298,-3.2317,-1.0374,6.8954,-2.9041,-2.2926,8.9873,-2.8438,-2.7496,10.6983,-1.7507,-0.7761,7.6240,-1.8058,3.1797,-4.6016,-2.5706,1.8077,-3.4569,-2.7198,3.1958,-3.2913,-3.0271,3.4146,-3.8939,-2.7462,3.3116,-4.0189,-2.8592,3.3123,-3.9871,-2.8951,3.0297,-4.3409
-5.5990,2.4510,-5.8486,-5.5361,2.4769,-5.8859,-5.6029,2.4590,-5.7952,-5.5751,2.4450,-5.8637,-5.5495,2.4613,-5.9376,-5.5864,2.3937,-5.8614,-5.4503,2.2353,-6.3340,-5.3231,2.5139,-6.1603,-4.6266,3.0304,-6.3348,-3.0587,3.7232,-6.5204,-1.7940,3.3529,-4.0906,-2.0912,3.7122,-3.6791,-2.0225,3.8438,-3.6806,-2.1839,3.7028,-3.6578,-2.1650,3.8006,-3.6470,-2.2268,3.7697,-3.7284,-2.3170,3.7379,-3.7255,-2.2920,3.7504,-3.7495,-2.3036,3.6907,-3.6725,-2.3097,3.6835,-3.6801,-2.6617,3.4769,-4.2762,-2.7125,3.4004,-4.2008,-2.7425,3.4557,-4.2957,-2.5216,3.3776,-3.6007,-1.8714,3.1177,-1.6658,-1.3009,2.6779,-1.8358,-1.1798,2.4103,-0.5321,-2.2253,2.7652,1.4966,-1.6339,2.6393,2.4838,-1.1463,2.7192,3.8452,-2.0107,3.0371,4.1903,-2.6429,2.0254,4.2737,-7.6625,2.9368,-6.3573,-6.4636,2.4145,-6.4723,-6.9541,2.4940,-6.3421,-6.6081,2.6324,-5.9089,-6.5382,2.0066,-6.0065,-6.4022,2.2330,-6.5865,-6.5687,1.9848,-6.2903,-6.3900,2.1397,-6.4224
0.4137,3.8180,-6.0699,0.4618,3.7371,-6.1115,0.4846,3.7702,-6.1205,0.4628,3.7887,-6.1318,0.3964,3.8149,-6.1430,0.4099,3.8292,-6.1772,0.4669,3.5180,-6.1744,0.5603,4.1814,-6.1773,0.4364,4.0708,-6.1097,1.4929,3.8555,-3.6815,1.7761,3.4820,-2.0260,1.5692,3.2848,-1.7604,1.4532,3.3074,-2.0464,1.5236,3.3481,-1.8383,1.4005,3.3943,-2.0243,1.3697,3.3286,-1.9754,1.3873,3.3797,-1.9664,1.3609,3.3331,-2.0690,1.3343,3.3713,-1.9284,1.3069,3.3199,-2.0112,1.2288,3.3755,-2.2477,1.2724,3.3669,-2.3552,1.2775,3.3682,-2.1802,1.3809,3.2308,-1.1542,1.3391,3.2727,-0.4234,1.3657,3.2820,0.7407,1.2616,3.2353,2.8265,2.0686,3.2462,4.7339,2.3783,2.7793,7.7070,2.5731,2.4560,10.5379,-0.3545,7.2560,-7.9784,0.7205,6.5815,-6.8427,-0.3901,4.3562,-7.0969,0.6052,5.1514,-7.0702,0.2807,4.9572,-6.9509,0.0794,4.6589,-7.2212,0.3724,5.3203,-7.0578,0.1963,4.3197,-6.7532,-0.1635,4.6409,-7.1226,0.1580,4.9596,-7.1685
-0.0982,4.8394,-5.8851,-0.0953,4.8612,-5.8505,-0.0697,4.8603,-5.8997,-0.0761,4.8374,-5.8378,-0.1001,4.8204,-5.8119,-0.1249,4.8174,-5.7654,-0.0983,4.8774,-5.7642,-0.1053,4.4953,-6.0359,0.1267,5.3796,-5.8781,0.0287,5.3303,-5.7731,0.6155,5.1492,-3.8539,1.2062,4.9374,-2.4460,1.0283,4.5656,-2.2115,0.9547,4.5908,-2.2130,0.9877,4.6208,-2.2423,0.9418,4.6374,-2.3209,0.8421,4.6080,-2.3524,0.9433,4.6357,-2.4017,0.8578,4.5913,-2.4154,0.8547,4.6474,-2.3338,0.7451,4.5893,-2.5825,0.7546,4.5986,-2.6312,0.7484,4.5615,-2.5777,0.8077,4.5305,-2.4504,0.8036,4.4167,-1.6090,0.8120,4.0279,-0.7815,0.8052,3.2212,0.6054,1.0956,2.7499,2.5946,1.6772,3.1407,4.3955,2.0855,2.4977,7.3378,2.6089,2.0834,9.5223,-0.0885,1.7814,-6.9968,-0.6906,8.0204,-6.7009,-0.4245,6.5264,-6.9300,-0.0104,5.5890,-6.9203,-0.0222,6.0519,-6.8586,-0.0533,4.3224,-7.1273,0.0348,5.4722,-7.1854,0.0654,5.3611,-7.4486,-0.2713,5.5020,-7.2458
-0.4165,-0.2217,-10.7286,-0.3149,-0.1707,-10.7391,-0.3615,-0.1823,-10.7991,-0.3460,-0.1815,-10.7447,-0.3246,-0.1374,-10.8291,-0.3538,-0.1536,-10.8059,-0.2886,-0.2191,-11.1789,-0.3376,-0.0586,-10.3845,-0.4077,-0.2628,-10.4433,-0.4807,-0.8030,-10.2201,-0.3364,-0.2540,-7.4582,-0.4107,-0.5333,-6.6431,-0.5096,-0.5865,-6.6264,-0.4203,-0.5367,-6.7293,-0.4034,-0.5159,-6.7045,-0.5048,-0.5299,-6.6953,-0.3710,-0.5802,-6.6250,-0.4440,-0.5758,-6.8059,-0.4009,-0.5475,-6.8458,-0.4863,-0.5273,-6.7132,-0.3889,-0.5357,-7.1147,-0.3306,-0.5054,-7.1877,-0.4336,-0.5291,-7.1836,-0.3285,-0.5743,-6.7371,-0.4551,-0.5342,-6.1386,-0.5448,-0.0177,-5.1932,-0.4653,0.4673,-3.7573,-0.3734,0.1894,-1.8359,-0.2199,-0.0252,0.6069,-0.1404,-0.7511,3.6810,-0.2600,-1.1734,7.2522,-0.5617,-1.5601,10.8687,-0.4861,-1.6794,-3.5077,-2.4541,2.6678,-10.5164,-1.1865,0.5262,-11.8189,-1.7031,1.3629,-11.6862,-0.8125,0.8096,-11.5232,-0.5405,1.0404,-11.6009,-1.0018,0.8593,-11.5930,-0.5641,0.8680,-11.6044
-3.0998,0.0640,-2.9029,-3.0772,0.0295,-2.8876,-3.1357,0.0409,-2.8227,-3.0528,0.0361,-2.8397,-3.0623,0.0595,-2.8467,-3.0457,0.0647,-2.8526,-3.0280,0.0425,-2.8379,-3.3490,-0.1814,-2.7983,-3.1574,-0.2321,-2.9285,-2.0646,0.3580,-3.2738,-1.1724,-0.6633,-3.3412,-1.5945,-0.0320,-2.3030,-1.5315,-1.3306,-2.5130,-2.1325,-1.2535,-2.3467,-1.5751,-1.2833,-2.5388,-1.8950,-1.2583,-2.3386,-1.7717,-1.2718,-2.4460,-1.8261,-1.2650,-2.3694,-1.7671,-1.3255,-2.4327,-1.8283,-1.2748,-2.2899,-1.8705,-1.1861,-2.4773,-1.8813,-1.2014,-2.5353,-1.8939,-1.1447,-2.4607,-1.8744,-1.1458,-2.4741,-1.8352,-1.1743,-2.4401,-1.8102,-1.1702,-2.3376,-1.2696,-1.0200,-0.9868,-1.3189,-0.5735,-0.6915,-0.7237,-0.0274,1.1086,-0.5339,0.6968,2.5255,-0.3973,1.3130,4.5521,0.6951,1.2554,5.6570,1.4798,1.3436,7.5606,-6.7118,1.8299,-4.4193,-4.5409,0.2355,-3.5260,-4.5766,0.3359,-3.4641,-3.7365,0.3670,-4.0558,-4.3923,0.9635,-3.3792,-4.0493,0.9366,-3.8082,-4.2028,0.7384,-3.3587
-0.7990,3.0930,-4.7651,-0.7822,3.0832,-4.7445,-0.7838,3.0280,-4.7290,-0.7507,3.0775,-4.7193,-0.7264,3.0850,-4.7087,-0.7771,3.0994,-4.6513,-0.7549,2.9058,-5.3091,-0.7140,3.3267,-4.8061,-0.8377,3.2414,-4.6353,0.5614,2.6612,-4.9118,0.6978,2.2607,-4.6512,0.2682,1.2478,-4.2804,0.2437,1.2557,-4.3012,0.3091,1.2862,-4.4427,0.2873,1.2586,-4.5243,0.2894,1.3229,-4.4793,0.2774,1.3072,-4.4189,0.2291,1.3716,-4.4119,0.2147,1.4099,-4.5299,0.2281,1.3127,-4.6009,0.0059,1.4441,-4.7702,0.0401,1.4442,-4.7032,0.0420,1.4374,-4.7203,0.0779,1.3601,-4.4728,-0.0505,1.3146,-3.2010,-0.3405,1.0897,-3.0187,-0.5471,0.4335,-2.1736,-0.7785,-0.1502,-1.4159,-0.8297,0.4440,0.4664,-1.3465,0.2948,3.1022,-1.9327,-0.8398,5.6558,-2.6195,-1.3132,8.1721,-2.6807,-1.1620,9.8413,-1.8548,-0.3513,1.8481,-1.6357,3.1664,-6.5760,-1.1803,4.1836,-6.0855,-1.1953,4.4586,-5.9220,-1.0797,3.6755,-6.0365,-1.2393,4.6571,-5.7214,-1.6768,4.3536,-5.8865
-0.2269,4.5816,-5.5725,-0.2253,4.5801,-5.5578,-0.2418,4.5281,-5.5742,-0.2356,4.5550,-5.6614,-0.3018,4.5681,-5.6383,-0.2582,4.5889,-5.6598,-0.3512,4.1094,-5.7157,-0.0802,5.0429,-5.5769,-0.4905,4.1777,-5.5337,0.0570,4.3390,-3.1599,0.3114,3.9377,-1.8072,0.3823,3.7543,-1.5875,0.3253,3.7265,-1.9918,0.3067,3.8245,-1.7685,0.3135,3.7761,-1.9366,0.3093,3.7260,-1.8063,0.3034,3.7682,-1.7813,0.2466,3.7657,-1.9735,0.1786,3.7883,-1.7627,0.2023,3.6974,-1.9674,0.2598,3.7512,-2.0305,0.2352,3.7247,-1.9669,0.3164,3.6488,-1.8290,0.3136,3.5215,-1.0129,0.3767,3.2046,-0.2527,0.4541,2.9386,0.8564,0.6518,2.7754,2.6718,0.9466,2.3131,5.2496,1.4591,1.7926,7.8388,1.9044,1.9964,9.5179,0.9981,5.2300,-7.5437,-0.0122,6.3819,-5.9982,-1.0525,4.5932,-5.8856,-0.3095,5.3466,-5.8686,-0.3295,5.3314,-5.9724,-0.4215,4.9208,-6.1209,-0.4545,5.0982,-6.2814,-0.3441,5.1959,-6.4077,-0.3329,5.0583,-6.2833,-0.2679,5.0258,-6.2618
3.3088,-2.9214,-9.3372,3.2482,-2.8489,-9.2875,3.3600,-2.9686,-9.2689,3.3230,-2.8908,-9.3346,3.2671,-2.9335,-9.4142,3.3494,-2.9056,-9.3246,3.3359,-2.9301,-9.3606,3.5010,-3.2742,-9.9788,3.5932,-2.7570,-9.4746,3.4299,-2.9024,-9.2824,4.2875,-2.6337,-9.1844,4.4172,-3.5701,-8.8338,3.5945,-3.6259,-8.2221,2.8464,-3.5026,-7.7325,2.8325,-3.5170,-7.7325,2.8244,-3.4508,-7.8000,2.7682,-3.4487,-7.7927,2.8453,-3.4832,-7.8073,2.8118,-3.4176,-7.8966,2.8349,-3.4167,-7.8553,2.8440,-3.2559,-7.9901,2.8714,-3.2746,-7.8757,2.8756,-3.3136,-8.0021,2.9021,-3.2606,-8.0798,2.8691,-3.2638,-8.0787,2.7357,-3.2891,-7.3903,2.5681,-3.6614,-6.7432,2.3382,-3.7618,-6.3024,1.5452,-3.8372,-4.9611,0.3367,-3.8180,-3.5482,-0.3919,-3.8849,-1.3104,-0.2125,-3.8594,-0.2127,-1.6576,-4.9905,-2.4857,-2.5175,-5.0179,1.2032,-3.0035,-5.9218,2.8950,-3.6101,-6.4873,4.1081,-4.1205,-6.5681,4.7116,5.3587,-2.8147,-11.4242,3.4951,-2.5276,-10.7133,4.2349,-2.7244,-10.9463
