# Time, Position
0.000000000000000000e+00,-5.000000000000000000e-01
1.000000000000000021e-03,-4.999937513780755571e-01
2.000000000000000042e-03,-4.999750097410325389e-01
3.000000000000000062e-03,-4.999437823412176685e-01
4.000000000000000083e-03,-4.999000770032254182e-01
5.000000000000000104e-03,-4.998439016648814071e-01
6.000000000000000125e-03,-4.997752645787943426e-01
7.000000000000000146e-03,-4.996941743132591873e-01
8.000000000000000167e-03,-4.996006397661618137e-01
9.000000000000001055e-03,-4.994946702579054487e-01
1.000000000000000021e-02,-4.993762752058570342e-01
1.099999999999999936e-02,-4.992454643154571881e-01
1.200000000000000025e-02,-4.991022476216843140e-01
1.300000000000000114e-02,-4.989466354890547128e-01
1.400000000000000029e-02,-4.987786386116226933e-01
1.499999999999999944e-02,-4.985982679927117855e-01
1.600000000000000033e-02,-4.984055348940280572e-01
1.700000000000000122e-02,-4.982004509466587683e-01
1.800000000000000211e-02,-4.979830281110225187e-01
1.899999999999999953e-02,-4.977532786713234625e-01
2.000000000000000042e-02,-4.975112152355515294e-01
2.100000000000000130e-02,-4.972568507354824807e-01
2.199999999999999872e-02,-4.969901983082658514e-01
2.299999999999999961e-02,-4.967112711809403836e-01
2.400000000000000050e-02,-4.964200830660965291e-01
2.500000000000000139e-02,-4.961166479861804368e-01
2.600000000000000228e-02,-4.958009802650532039e-01
2.699999999999999969e-02,-4.954730945279909315e-01
2.800000000000000058e-02,-4.951330057016843922e-01
2.900000000000000147e-02,-4.947807289888185300e-01
2.999999999999999889e-02,-4.944162798679754278e-01
3.099999999999999978e-02,-4.940396741417028004e-01
3.200000000000000067e-02,-4.936509279107517134e-01
3.300000000000000155e-02,-4.932500575738819615e-01
3.400000000000000244e-02,-4.928370798278620679e-01
3.500000000000000333e-02,-4.924120117346177938e-01
3.600000000000000422e-02,-4.919748703779297516e-01
3.699999999999999817e-02,-4.915256734198083510e-01
3.799999999999999906e-02,-4.910644387094640351e-01
3.899999999999999994e-02,-4.905911843929875449e-01
4.000000000000000083e-02,-4.901059289128000818e-01
4.100000000000000172e-02,-4.896086910071031362e-01
4.200000000000000261e-02,-4.890994897075337522e-01
4.300000000000000350e-02,-4.885783442691450928e-01
4.399999999999999745e-02,-4.880452742531843913e-01
4.499999999999999833e-02,-4.875002995410773199e-01
4.599999999999999922e-02,-4.869434403033349734e-01
4.700000000000000011e-02,-4.863747169988211216e-01
4.800000000000000100e-02,-4.857941503740202394e-01
4.900000000000000189e-02,-4.852017614623052588e-01
5.000000000000000278e-02,-4.845975715832053221e-01
5.100000000000000366e-02,-4.839816023416735891e-01
5.200000000000000455e-02,-4.833538756273548231e-01
5.299999999999999850e-02,-4.827144136138535324e-01
5.399999999999999939e-02,-4.820632387580013889e-01
5.500000000000000028e-02,-4.814003737972035180e-01
5.600000000000000117e-02,-4.807258416880829111e-01
5.700000000000000205e-02,-4.800396656813948337e-01
5.800000000000000294e-02,-4.793418693298239774e-01
5.900000000000000383e-02,-4.786324764622154060e-01
5.999999999999999778e-02,-4.779115111826859885e-01
6.099999999999999867e-02,-4.771789978697345558e-01
6.199999999999999956e-02,-4.764349611753526670e-01
6.300000000000000044e-02,-4.756794260241355432e-01
6.400000000000000133e-02,-4.749124176123925567e-01
6.500000000000000222e-02,-4.741339614072578312e-01
6.600000000000000311e-02,-4.733440831458011200e-01
6.700000000000000400e-02,-4.725428088341383503e-01
6.800000000000000488e-02,-4.717301647484997140e-01
6.900000000000000577e-02,-4.709061774855872740e-01
7.000000000000000666e-02,-4.700708738953321975e-01
7.100000000000000755e-02,-4.692242810761068084e-01
7.200000000000000844e-02,-4.683664263937381556e-01
7.299999999999999545e-02,-4.674973374807504523e-01
7.399999999999999634e-02,-4.666170422356071823e-01
7.499999999999999722e-02,-4.657255688219533729e-01
7.599999999999999811e-02,-4.648229456678580340e-01
7.699999999999999900e-02,-4.639092014650560980e-01
7.799999999999999989e-02,-4.629843651681910810e-01
7.900000000000000078e-02,-4.620484659940570227e-01
8.000000000000000167e-02,-4.611015334208408145e-01
8.100000000000000255e-02,-4.601435971864315522e-01
8.200000000000000344e-02,-4.591746872670937618e-01
8.300000000000000433e-02,-4.581948339042876683e-01
8.400000000000000522e-02,-4.572040676042166130e-01
8.500000000000000611e-02,-4.562024191295486197e-01
8.600000000000000699e-02,-4.551899194986060992e-01
8.700000000000000788e-02,-4.541665999845558299e-01
8.799999999999999489e-02,-4.531324921145985507e-01
8.899999999999999578e-02,-4.520876276691588314e-01
8.999999999999999667e-02,-4.510320386810749982e-01
9.099999999999999756e-02,-4.499657574347887268e-01
9.199999999999999845e-02,-4.488888164655349122e-01
9.299999999999999933e-02,-4.478012485585316504e-01
9.400000000000000022e-02,-4.467030867464459321e-01
9.500000000000000111e-02,-4.455943642762037471e-01
9.600000000000000200e-02,-4.444751146530623864e-01
9.700000000000000289e-02,-4.433453716383893850e-01
9.800000000000000377e-02,-4.422051692376958720e-01
9.900000000000000466e-02,-4.410545416997441737e-01
1.000000000000000056e-01,-4.398935235156555268e-01
1.010000000000000064e-01,-4.387221494180172376e-01
1.020000000000000073e-01,-4.375404543799906176e-01
1.030000000000000082e-01,-4.363484736144181420e-01
1.040000000000000091e-01,-4.351462425729313854e-01
1.049999999999999961e-01,-4.339337969450583476e-01
1.059999999999999970e-01,-4.327111726573308337e-01
1.069999999999999979e-01,-4.314784058368058561e-01
1.079999999999999988e-01,-4.302355329284072716e-01
1.089999999999999997e-01,-4.289825904903765696e-01
1.100000000000000006e-01,-4.277196153752380603e-01
1.110000000000000014e-01,-4.264466446660761245e-01
1.120000000000000023e-01,-4.251637156756265523e-01
1.130000000000000032e-01,-4.238708659453618854e-01
1.140000000000000041e-01,-4.225681332445708760e-01
1.150000000000000050e-01,-4.212555555694323939e-01
1.160000000000000059e-01,-4.199331711420832280e-01
1.170000000000000068e-01,-4.186010184096802811e-01
1.180000000000000077e-01,-4.172591360434566021e-01
1.190000000000000085e-01,-4.159075629377719796e-01
1.199999999999999956e-01,-4.145463382058848789e-01
1.209999999999999964e-01,-4.131755011349179663e-01
1.219999999999999973e-01,-4.117950912552321707e-01
1.229999999999999982e-01,-4.104051483295869107e-01
1.239999999999999991e-01,-4.090057123377098813e-01
1.250000000000000000e-01,-4.075968234752468944e-01
1.260000000000000009e-01,-4.061785221527043910e-01
1.270000000000000018e-01,-4.047508489943851817e-01
1.280000000000000027e-01,-4.033138448373164708e-01
1.290000000000000036e-01,-4.018675507301708305e-01
1.300000000000000044e-01,-4.004120079321800141e-01
1.310000000000000053e-01,-3.989472579120413309e-01
1.320000000000000062e-01,-3.974733423468169713e-01
1.330000000000000071e-01,-3.959903031208260038e-01
1.340000000000000080e-01,-3.944981823245291008e-01
1.350000000000000089e-01,-3.929970222534061031e-01
1.360000000000000098e-01,-3.914868654068262011e-01
1.370000000000000107e-01,-3.899677544869111223e-01
1.380000000000000115e-01,-3.884397323973908800e-01
1.390000000000000124e-01,-3.869028422424523050e-01
1.400000000000000133e-01,-3.853571273255802510e-01
1.410000000000000142e-01,-3.838026311483920261e-01
1.420000000000000151e-01,-3.822393973997522676e-01
1.430000000000000160e-01,-3.806674698979731208e-01
1.440000000000000169e-01,-3.790868927002281064e-01
1.449999999999999900e-01,-3.774977100681961573e-01
1.459999999999999909e-01,-3.758999664538744123e-01
1.469999999999999918e-01,-3.742937064982768125e-01
1.479999999999999927e-01,-3.726789750301228721e-01
1.489999999999999936e-01,-3.710558170645174569e-01
1.499999999999999944e-01,-3.694242778016213480e-01
1.509999999999999953e-01,-3.677844026253123122e-01
1.519999999999999962e-01,-3.661362371018374584e-01
1.529999999999999971e-01,-3.644798269784558786e-01
1.539999999999999980e-01,-3.628152181820723521e-01
1.549999999999999989e-01,-3.611424568178617234e-01
1.559999999999999998e-01,-3.594615891678841213e-01
1.570000000000000007e-01,-3.577726616896909073e-01
1.580000000000000016e-01,-3.560757210149213536e-01
1.590000000000000024e-01,-3.543708139478902730e-01
1.600000000000000033e-01,-3.526579874641661561e-01
1.610000000000000042e-01,-3.509372887091403714e-01
1.620000000000000051e-01,-3.492087649965870955e-01
1.630000000000000060e-01,-3.474724638072136940e-01
1.640000000000000069e-01,-3.457284328163608422e-01
1.650000000000000078e-01,-3.439767199686288301e-01
1.660000000000000087e-01,-3.422173732824158043e-01
1.670000000000000095e-01,-3.404504409278679145e-01
1.680000000000000104e-01,-3.386759712379636134e-01
1.690000000000000113e-01,-3.368940127071701207e-01
1.700000000000000122e-01,-3.351046139900942800e-01
1.710000000000000131e-01,-3.333078239001274756e-01
1.720000000000000140e-01,-3.315036914080849995e-01
1.730000000000000149e-01,-3.296922656408395880e-01
1.740000000000000158e-01,-3.278735958799488537e-01
1.750000000000000167e-01,-3.260477315602774429e-01
1.759999999999999898e-01,-3.242147222686132535e-01
1.769999999999999907e-01,-3.223746177422774362e-01
1.779999999999999916e-01,-3.205274678677292877e-01
1.789999999999999925e-01,-3.186733226791649831e-01
1.799999999999999933e-01,-3.168122323571108123e-01
1.809999999999999942e-01,-3.149442472270099214e-01
1.819999999999999951e-01,-3.130694177578043358e-01
1.829999999999999960e-01,-3.111877945605104889e-01
1.839999999999999969e-01,-3.092994283867890326e-01
1.849999999999999978e-01,-3.074043701275090412e-01
1.859999999999999987e-01,-3.055026708354197651e-01
1.869999999999999996e-01,-3.035943817454270777e-01
1.880000000000000004e-01,-3.016795541782874013e-01
1.890000000000000013e-01,-2.997582395870082572e-01
