time,Position
0.0,-1.0
0.01,-0.9994502431102045
0.02,-0.9978023454412165
0.03,-0.99505927114292
0.04,-0.9912251850738536
0.05,-0.9863054470720662
0.06,-0.980306604893297
0.07,-0.973236385660389
0.08,-0.9651036861564567
0.09,-0.9559185618424628
0.1,-0.9456922132313234
0.11,-0.934436974348921
0.12,-0.9221663022079647
0.13,-0.908894748296158
0.14,-0.8946379525277147
0.15,-0.8794126269984459
0.16,-0.863236519522215
0.17,-0.8461284132751747
0.18,-0.828108096168233
0.19,-0.8091963302370124
0.2,-0.7894148459675244
0.21,-0.7687863005817259
0.22,-0.7473342581989932
0.23,-0.7250831706904163
0.24,-0.7020583333356248
0.25,-0.6782858705697874
0.26,-0.6537927040150705
0.27,-0.6286065110122647
0.28,-0.6027557095919315
0.29,-0.5762694159112497
0.3,-0.5491774108944782
0.31,-0.5215101165527148
0.32,-0.4932985501747321
0.33,-0.4645742954323128
0.34,-0.43536947073043425
0.35000000000000003,-0.4057166827308964
0.36,-0.37564900014380637
0.37,-0.34519991486876034
0.38,-0.3144033019739424
0.39,-0.2832933810566429
0.4,-0.2519046759094328
0.41000000000000003,-0.22027198389598668
0.42,-0.1884303404877719
0.43,-0.1564149678957869
0.44,-0.12426124147618971
0.45,-0.09200465627315338
0.46,-0.0596807803982781
0.47000000000000003,-0.027325217242853528
0.48,0.00502642964889221
0.49,0.03733859896405346
0.5,0.06957581155045557
0.51,0.1017027068464859
0.52,0.13368408185038233
0.53,0.16548493219407973
0.54,0.19707048889951678
0.55,0.22840625364996034
0.56,0.25945804077858736
0.5700000000000001,0.2901920135739464
0.58,0.3205747180020481
0.59,0.3505731220490463
0.6,0.38015465173094115
0.61,0.40928722573430626
0.62,0.437939288813391
0.63,0.46607984725399854
0.64,0.4936785013631235
0.65,0.5207054800481775
0.66,0.5471316728991917
0.67,0.5729286592460752
0.68,0.5980687392969937
0.6900000000000001,0.6225249659085635
0.7000000000000001,0.6462711718114228
0.71,0.6692819972051915
0.72,0.6915329172035448
0.73,0.7130002686925865
0.74,0.7336612745002568
0.75,0.7534940676829371
0.76,0.7724777147818341
0.77,0.790592237930967
0.78,0.8078186354962064
0.79,0.8241389019696553
0.8,0.8395360471691594
0.81,0.8539941135628496
0.8200000000000001,0.8674981925281654
